repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url,contributors,closed_issues,issue_resolution_rate,days_since_last_update,commits_window,stars_n,commits_n,contributors_n,issues_n,staleness_n,readme_score,ci_test_score,domain,domain_weight,composite_v2,key,bench_score,pass_score,latency_score,final_score
gosling-lang/gos,229,15,3,13,Python,MIT,False,False,2021-07-20T18:00:50Z,2025-09-17T16:28:43Z,2025-10-13T16:16:54Z,13643,True,True,main,biovis;colab;data-visualization;dataviz;gosling;grammar;hidivelab;higlass;jupyter;python;visualization,https://gosling-lang.github.io/gos,A declarative interactive genomics visualization library for Python.,https://github.com/gosling-lang/gos,0,0,0.0,16,0,0.0074101672462328,0.0,0.0,0.0,0.9849624060150376,0.95,0.0,ml,1.05,0.2546021877532878,gos,0.0,,,0.17822153142730146
scverse/mudata,97,21,5,17,Python,BSD-3-Clause,False,False,2021-08-04T22:12:18Z,2025-10-24T11:42:02Z,2025-10-24T11:41:56Z,1019,True,False,main,anndata;data-analysis;genomics;mudata;multi-omics;multimodal-omics-analysis;muon;scverse,https://mudata.rtfd.io,Multimodal Data (.h5mu) implementation for Python,https://github.com/scverse/mudata,0,0,0.0,5,0,0.0019456863719158,0.0,0.0,0.0,0.9953007518796992,0.95,0.0,ml,1.05,0.2545401730854708,mudata,0.0,,,0.17817812115982953
pharmai/plip,599,130,16,52,Python,GPL-2.0,False,False,2014-12-16T09:06:43Z,2025-10-28T15:33:01Z,2025-10-27T11:31:56Z,9435,False,False,master,bioinformatics;docker;openbabel;pdb;plip;protein-structure;python-bindings;scientific-computing;singularity,https://plip-tool.biotec.tu-dresden.de/,"Protein-Ligand Interaction Profiler - Analyze and visualize non-covalent protein-ligand interactions in PDB files according to 📝 Schake, Bolz, et al. (2025), https://doi.org/10.1093/nar/gkaf361",https://github.com/pharmai/plip,0,0,0.0,2,0,0.0227272727272727,0.0,0.0,0.0,0.9981203007518796,1.0,0.0,bio,1.0,0.2543574846206425,plip,0.0,,,0.17805023923444974
fritzsedlazeck/Sniffles,622,99,27,58,Python,NOASSERTION,False,False,2015-10-25T18:32:47Z,2025-10-24T15:21:23Z,2025-10-22T13:54:26Z,13141,True,False,master,bioconda;bioinformatics;nanopore;ngm-lr;pacbio;structural-variation;structural-variations,,Structural variation caller using third generation sequencing,https://github.com/fritzsedlazeck/Sniffles,0,0,0.0,7,0,0.02367941712204,0.0,0.0,0.0,0.993421052631579,1.0,0.0,bio,1.0,0.2540779886875659,sniffles,0.0,,,0.17785459208129614
mvdh7/PyCO2SYS,56,15,6,3,Python,GPL-3.0,False,False,2020-01-30T15:29:26Z,2025-08-11T17:08:37Z,2025-08-04T12:47:47Z,143962,False,True,main,carbon-dioxide;chemistry;chemistry-solver;co2sys;marine-chemistry;oceanography;python;seawater-carbonate-chemistry,https://pyco2sys.readthedocs.io,Marine carbonate system calculations in Python,https://github.com/mvdh7/PyCO2SYS,0,0,0.0,86,0,0.0002483854942871,0.0,0.0,0.0,0.9191729323308272,1.0,0.0,ml,1.05,0.2540653188485371,pyco2sys,0.0,,,0.17784572319397596
KrishnaswamyLab/PHATE,524,79,16,35,Python,NOASSERTION,False,False,2017-04-05T21:37:31Z,2025-10-27T21:08:47Z,2025-10-27T21:09:29Z,157129,True,False,main,data-visualization;dimensionality-reduction;manifold-learning;single-cell;unsupervised-learning,http://phate.readthedocs.io,PHATE (Potential of Heat-diffusion for Affinity-based Transition Embedding) is a tool for visualizing high dimensional data.,https://github.com/KrishnaswamyLab/PHATE,0,0,0.0,1,0,0.0196224540486835,0.0,0.0,0.0,0.99906015037594,1.0,0.0,bio,1.0,0.2538305058473307,phate,0.0,,,0.17768135409313146
marrink-lab/vermouth-martinize,127,54,6,141,Python,Apache-2.0,False,False,2017-08-21T11:46:40Z,2025-10-28T15:15:42Z,2025-10-28T16:19:48Z,7521,True,False,master,hacktoberfest;molecular-dynamics,,Describe and apply transformation on molecular structures and topologies,https://github.com/marrink-lab/vermouth-martinize,0,0,0.0,1,0,0.0031876138433515,0.0,0.0,0.0,0.99906015037594,0.94,0.0,ml,1.05,0.2536207146965775,vermouth-martinize,0.0,,,0.17753450028760423
ReactionMechanismGenerator/RMG-Py,483,245,46,56,Python,NOASSERTION,False,False,2009-10-09T21:16:17Z,2025-10-22T16:25:19Z,2025-10-27T06:30:55Z,188833,False,True,main,chemistry;chemistry-discovery;kinetics;python;reactions;thermodynamics,http://reactionmechanismgenerator.github.io/RMG-Py/,Python version of the amazing Reaction Mechanism Generator (RMG).,https://github.com/ReactionMechanismGenerator/RMG-Py,0,0,0.0,2,0,0.0179251531710548,0.0,0.0,0.0,0.9981203007518796,0.92,0.0,ml,1.05,0.2534669137448689,rmg-py,0.0,,,0.17742683962140823
oschwengers/bakta,561,70,14,24,Python,GPL-3.0,False,False,2020-01-15T23:08:38Z,2025-10-23T15:23:21Z,2025-10-20T09:23:01Z,104234,False,False,main,annotation;bacteria;bacterial-genomes;bioinformatics;genome-annotation;mag;metagenome-assembled-genomes;microbial-genomics;plasmids,,"Rapid & standardized annotation of bacterial genomes, MAGs & plasmids",https://github.com/oschwengers/bakta,0,0,0.0,9,0,0.0211541645967875,0.0,0.0,0.0,0.9915413533834586,1.0,0.0,bio,1.0,0.2533849682577034,bakta,0.0,,,0.17736947778039236
cafferychen777/mLLMCelltype,563,50,21,9,Python,MIT,False,False,2025-04-07T00:56:29Z,2025-10-29T03:22:56Z,2025-10-19T04:21:50Z,65711,True,True,main,artificial-intelligence;bioinformatics;cell-type-annotation;claude;computational-biology;consensus-algorithm;deepseek;gemini;grok;large-language-models;llm;multi-llm-consensus;openai;openrouter;qwen;scanpy;scrna;scrnaseq-analysis;seurat;single-cell,https://www.mllmcelltype.com/,🏆 #1 Multi-LLM consensus framework | 550+ stars | 95% accuracy | 10+ LLM providers | Leading cell annotation tool,https://github.com/cafferychen777/mLLMCelltype,0,0,0.0,10,0,0.0212369597615499,0.0,0.0,0.0,0.9906015037593984,1.0,0.0,bio,1.0,0.2533075423282498,mllmcelltype,0.0,,,0.17731527962977486
GenerTeam/GENERator,434,73,32,0,Python,MIT,False,False,2025-01-16T02:50:34Z,2025-10-27T12:41:20Z,2025-10-27T12:41:17Z,25052,True,False,main,,,GENERator: A Long-Context Generative Genomic Foundation Model,https://github.com/GenerTeam/GENERator,0,0,,2,0,0.0158966716343765,0.0,0.0,0.0,0.9981203007518796,1.0,0.0,bio,1.0,0.2529913644020632,generator,0.0,,,0.17709395508144424
tencent-ailab/grover,371,78,6,18,Python,NOASSERTION,False,False,2021-01-18T07:17:41Z,2025-10-22T08:56:20Z,2025-06-24T15:44:44Z,2012,True,False,main,,,This is a Pytorch implementation of the paper: Self-Supervised Graph Transformer on Large-Scale Molecular Data,https://github.com/tencent-ailab/grover,0,0,0.0,127,0,0.0132886239443616,0.0,0.0,0.0,0.8806390977443609,1.0,0.0,ml,1.05,0.2527577162914738,grover,0.0,,,0.17693040140403166
tanghaibao/goatools,863,215,21,41,Python,BSD-2-Clause,False,False,2010-01-15T19:15:21Z,2025-10-14T08:12:27Z,2025-09-14T00:08:03Z,60316,True,False,main,bioinfomatics;fdr;fdr-benjamini;fisher-tests;gene-ontology;gene-set-enrichment;genomics;goslim-terms;holm-sidak;sidak,,Python library to handle Gene Ontology (GO) terms,https://github.com/tanghaibao/goatools,0,0,0.0,45,0,0.0336562344759066,0.0,0.0,0.0,0.9577067669172932,1.0,0.0,bio,1.0,0.2525019235869106,goatools,0.0,,,0.1767513465108374
genomoncology/biomcp,335,58,4,6,Python,MIT,False,False,2025-04-01T21:44:02Z,2025-10-27T21:03:22Z,2025-10-27T21:03:45Z,6681,True,True,main,ai;bioinformatics;clinical-trials;genomics;llm;mcp;mcp-server;medical;model-context-protocol;pubmed;pubmed-central,https://biomcp.org/,BioMCP: Biomedical Model Context Protocol,https://github.com/genomoncology/biomcp,0,0,0.0,1,0,0.0117983109786388,0.0,0.0,0.0,0.99906015037594,1.0,0.0,bio,1.0,0.2522656772333218,biomcp,0.0,,,0.17658597406332524
HKU-BAL/ClairS,94,9,6,6,Python,BSD-3-Clause,False,False,2021-07-29T06:48:15Z,2025-10-28T06:44:36Z,2025-07-09T04:08:22Z,13308,True,False,main,bioinformatics;deep-learning;genomics;haplotypes;illumina;indels;long-read-sequencing;long-reads;nanopore;ont;pacbio;phasing;short-reads;snvs;somatic-mutations;somatic-variants,,ClairS - a deep-learning method for long-read somatic small variant calling,https://github.com/HKU-BAL/ClairS,0,0,0.0,112,0,0.0018214936247723,0.0,0.0,0.0,0.8947368421052632,1.0,0.0,ml,1.05,0.2518298820822548,clairs,0.0,,,0.17628091745757837
saketkc/pysradb,344,63,10,18,Python,BSD-3-Clause,False,False,2018-11-29T01:44:29Z,2025-10-27T04:56:40Z,2025-10-22T17:02:03Z,9774,False,True,develop,bioinformatics;bioinformatics-pipeline;ena;ncbi-sra;ncbi-sra-archive;sra;sratoolkit,https://saketkc.github.io/pysradb,Package for fetching metadata and downloading data from SRA/ENA/GEO,https://github.com/saketkc/pysradb,0,0,0.0,7,0,0.0121708892200695,0.0,0.0,0.0,0.993421052631579,1.0,0.0,bio,1.0,0.2517762831071718,pysradb,0.0,,,0.17624339817502027
DingWB/PyComplexHeatmap,355,35,4,7,Python,MIT,False,False,2022-05-05T19:56:30Z,2025-10-28T23:10:18Z,2025-10-16T23:51:54Z,379478,True,True,main,bioinformatics;clustermap;complex-heatmaps;complexheatmap;data-visualization-python;heatmap;matplotlib;pandas;plot;python;single-cell-analysis;visualization,https://dingwb.github.io/PyComplexHeatmap/,PyComplexHeatmap: A Python package to plot complex heatmap (clustermap),https://github.com/DingWB/PyComplexHeatmap,0,0,0.0,12,0,0.0126262626262626,0.0,0.0,0.0,0.9887218045112782,1.0,0.0,bio,1.0,0.2513974329763803,pycomplexheatmap,0.0,,,0.17597820308346618
pycroscopy/atomai,214,40,6,11,Python,MIT,False,False,2020-09-04T06:08:25Z,2025-10-17T18:52:52Z,2025-06-24T07:57:00Z,226931,True,False,master,deep-kernel-learning;deep-learning;electron-microscopy;ensemble-learning;fully-convolutional-networks;google-colaboratory;imaging;jupyter-notebook;machine-learning;materials;materials-science;microscopy;multivariate-analysis;pytorch;scanning-probe-microscopy;semantic-segmentation;variational-autoencoders,https://atomai.readthedocs.io/,Deep and Machine Learning for Microscopy,https://github.com/pycroscopy/atomai,0,0,0.0,127,0,0.0067892035105149,0.0,0.0,0.0,0.8806390977443609,1.0,0.0,ml,1.05,0.251392838000366,atomai,0.0,,,0.17597498660025618
HadrienG/InSilicoSeq,210,37,10,31,Python,MIT,False,False,2016-11-16T12:55:51Z,2025-10-09T11:49:36Z,2025-06-24T09:30:16Z,9926,False,False,master,bioinformatics;illumina-sequencing;metagenomics;sequencing;simulation,https://insilicoseq.readthedocs.io,:rocket: A sequencing simulator,https://github.com/HadrienG/InSilicoSeq,0,0,0.0,127,0,0.0066236131809902,0.0,0.0,0.0,0.8806390977443609,1.0,0.0,ml,1.05,0.2513580640311658,insilicoseq,0.0,,,0.17595064482181605
althonos/pronto,245,49,10,35,Python,MIT,False,False,2016-07-01T23:02:01Z,2025-10-29T00:20:14Z,2025-10-25T20:04:12Z,10636,True,False,master,bioinformatics;obo;obo-graphs;obofoundry;ontology;owl;parser;python;semantic-web,https://pronto.readthedocs.io,A Python frontend to (Open Biomedical) Ontologies.,https://github.com/althonos/pronto,0,0,0.0,3,0,0.0080725285643318,0.0,0.0,0.0,0.9971804511278196,1.0,0.0,bio,1.0,0.2513325508256483,pronto,0.0,,,0.1759327855779538
scverse/scvi-tools,1491,416,24,29,Python,BSD-3-Clause,False,False,2017-09-06T05:39:48Z,2025-10-29T01:48:43Z,2025-10-28T12:42:31Z,173164,False,False,main,cite-seq;deep-generative-model;deep-learning;human-cell-atlas;scrna-seq;scverse;single-cell-genomics;single-cell-rna-seq;variational-autoencoder;variational-bayes,http://scvi-tools.org/,Deep probabilistic analysis of single-cell and spatial omics data,https://github.com/scverse/scvi-tools,0,0,0.0,1,0,0.0596539162112932,0.0,0.0,0.0,0.99906015037594,0.85,0.0,ml,1.05,0.2513036381938453,scvi-tools,0.0,,,0.1759125467356917
facebookresearch/fairchem,1800,400,37,66,Python,NOASSERTION,False,False,2019-09-26T04:47:27Z,2025-10-28T23:29:17Z,2025-10-28T20:05:57Z,62255,True,True,main,,https://fair-chem.github.io/,FAIR Chemistry's library of machine learning methods for chemistry,https://github.com/facebookresearch/fairchem,0,0,0.0,0,0,0.0724457691670806,0.0,0.0,0.0,1.0,1.0,0.0,chem,0.95,0.2512646961417453,fairchem,0.0,,,0.1758852872992217
haddocking/haddock3,198,53,11,26,Python,Apache-2.0,False,False,2019-03-13T15:13:02Z,2025-10-23T18:01:38Z,2025-10-28T19:56:31Z,644234,False,True,main,bioinformatics;complexes;docking;integrative-modeling;modelling;proteins;utrecht-university;workflows,https://www.bonvinlab.org/haddock3,Official repo of the modular BioExcel version of HADDOCK,https://github.com/haddocking/haddock3,0,0,0.0,0,0,0.0061268421924159,0.0,0.0,0.0,1.0,1.0,0.0,bio,1.0,0.2512253684384832,haddock3,0.0,,,0.17585775790693822
K-Dense-AI/claude-scientific-skills,194,31,4,0,Python,MIT,False,False,2025-10-19T20:54:15Z,2025-10-29T04:45:12Z,2025-10-29T00:57:12Z,2850,False,False,main,ai-scientist;bioinformatics;chemoinformatics;claude;claude-skills;claudecode;clinical-research;computational-biology;data-analysis;drug-discovery;genomics;materials-science;metabolomics;proteomics;scientific-computing;scientific-visualization,https://k-dense.ai,A set of ready to use scientific skills for Claude,https://github.com/K-Dense-AI/claude-scientific-skills,0,0,,0,0,0.0059612518628912,0.0,0.0,0.0,1.0,1.0,0.0,other,1.0,0.2511922503725782,claude-scientific-skills,0.0,,,0.17583457526080473
pydna-group/pydna,205,49,13,73,Python,NOASSERTION,False,False,2015-02-04T06:43:08Z,2025-10-27T11:14:36Z,2025-10-27T18:02:34Z,68566,True,True,master,anaconda;assembly-strategies;bioinformatics;biology;biopython;cloning-strategies;dna;fasta;gel;gel-electrophoresis;gel-simulation;genbank;gibson-assembly;jupyter;jupyter-notebook;jupyter-notebooks;pydna;python;simulation,,"Clone with Python! Data structures for double stranded DNA & simulation of homologous recombination, Gibson assembly, cut & paste cloning.",https://github.com/pydna-group/pydna,0,0,0.0,2,0,0.0064166252690842,0.0,0.0,0.0,0.9981203007518796,1.0,0.0,bio,1.0,0.2510953551290048,pydna,0.0,,,0.17576674859030336
deepmodeling/deepmd-kit,1776,576,46,114,Python,LGPL-3.0,False,False,2017-12-12T15:23:44Z,2025-10-28T06:36:35Z,2025-10-28T15:48:33Z,68690,False,True,devel,ase;c;computational-chemistry;cpp;cuda;deep-learning;deepmd;ipi;jax;lammps;machine-learning-potential;materials-science;molecular-dynamics;nodejs;paddle;potential-energy;python;pytorch;rocm;tensorflow,https://docs.deepmodeling.com/projects/deepmd/,A deep learning package for many-body potential energy representation and molecular dynamics,https://github.com/deepmodeling/deepmd-kit,0,0,0.0,1,0,0.0714522271899321,0.0,0.0,0.0,0.99906015037594,1.0,0.0,chem,0.95,0.2509866374518014,deepmd-kit,0.0,,,0.17569064621626096
AlexandrovLab/SigProfilerExtractor,165,55,19,5,Python,BSD-2-Clause,False,False,2018-08-30T23:23:09Z,2025-10-29T03:07:22Z,2025-10-29T03:09:49Z,174342,True,False,master,bioinformatics;cancer-genomics;mutation-analysis;mutational-signatures;somatic-variants,,"SigProfilerExtractor allows de novo extraction of mutational signatures from data generated in a matrix format. The tool identifies the number of operative mutational signatures, their activities in each sample, and the probability for each signature to cause a specific mutation type in a cancer sample. The tool makes use of SigProfilerMatrixGenerator and SigProfilerPlotting.",https://github.com/AlexandrovLab/SigProfilerExtractor,0,0,0.0,0,0,0.0047607219738367,0.0,0.0,0.0,1.0,1.0,0.0,other,1.0,0.2509521443947673,sigprofilerextractor,0.0,,,0.1756665010763371
pachterlab/kb_python,174,28,10,2,Python,BSD-2-Clause,False,False,2019-10-14T23:50:12Z,2025-10-27T18:03:38Z,2025-10-27T18:04:52Z,240476,False,False,master,bustools;kallisto;kb-python;rna-velocity-estimation;scrna-seq;single-cell-rna-seq,https://www.kallistobus.tools/,A wrapper for the kallisto | bustools workflow for single-cell RNA-seq pre-processing,https://github.com/pachterlab/kb_python,0,0,0.0,2,0,0.0051333002152674,0.0,0.0,0.0,0.9981203007518796,1.0,0.0,bio,1.0,0.2508386901182414,kb_python,0.0,,,0.17558708308276896
haddocking/pdb-tools,432,120,11,8,Python,Apache-2.0,False,False,2014-11-27T09:09:09Z,2025-10-21T16:38:05Z,2025-10-03T14:22:07Z,997,True,True,master,bioinformatics;pdb;protein;python;rcsb;structural-bioinformatics;structural-biology;utrecht-university,https://haddocking.github.io/pdb-tools/,A dependency-free cross-platform swiss army knife for PDB files.,https://github.com/haddocking/pdb-tools,0,0,0.0,26,0,0.0158138764696141,0.0,0.0,0.0,0.975563909774436,1.0,0.0,other,1.0,0.2507191662713665,pdb-tools,0.0,,,0.17550341638995653
cogent3/cogent3,131,65,9,59,Python,BSD-3-Clause,False,False,2019-09-13T05:02:18Z,2025-10-29T00:17:18Z,2025-10-29T00:17:14Z,49019,True,False,develop,bioinformatics;biological-sequence-analysis;biology;biopython;data-science;evolution;genomics;markov-chain;maximum-likelihood;molecular-evolution;non-stationary;parallel;phylogenetic-trees;phylogenetics;pycogent;python;sequence-alignment;signal-processing;statistics,https://cogent3.org,Comparative Genomics Toolkit 3,https://github.com/cogent3/cogent3,0,0,0.0,0,0,0.0033532041728763,0.0,0.0,0.0,1.0,1.0,0.0,other,1.0,0.2506706408345752,cogent3,0.0,,,0.17546944858420263
biocommons/hgvs,284,98,18,62,Python,Apache-2.0,False,False,2017-03-09T22:58:27Z,2025-10-15T18:52:37Z,2025-10-15T18:52:33Z,23949,False,False,main,bioinformatics;genome-analysis;genomics;hgvs;sequencing;transcript;variant-analysis;variation,https://hgvs.readthedocs.io/,"Python library to parse, format, validate, normalize, and map sequence variants according to HGVS Nomenclature (https://hgvs-nomenclature.org/).",https://github.com/biocommons/hgvs,0,0,0.0,14,0,0.0096870342771982,0.0,0.0,0.0,0.986842105263158,1.0,0.0,bio,1.0,0.2506216173817554,hgvs,0.0,,,0.17543513216722878
antigenomics/vdjdb-db,145,26,16,96,Python,NOASSERTION,False,False,2016-01-06T17:16:23Z,2025-10-22T07:20:33Z,2025-10-27T10:31:57Z,19390,False,False,master,antigen;bioinformatics;database;immunology;t-cell,https://vdjdb.cdr3.net,🗂️ [vdjdb.cdr3.net is up and running] Git-based TCR database storage & management. Submissions welcome!,https://github.com/antigenomics/vdjdb-db,0,0,0.0,2,0,0.0039327703262129,0.0,0.0,0.0,0.9981203007518796,1.0,0.0,bio,1.0,0.2505985841404305,vdjdb-db,0.0,,,0.17541900889830134
tanghaibao/jcvi,867,194,34,53,Python,BSD-2-Clause,False,False,2010-12-01T23:18:02Z,2025-10-28T12:40:40Z,2025-08-24T05:16:57Z,19072,True,False,main,allmaps;assembly;bioinformatics;blast;comparative-genomics;genetic-maps;genome-sequencing;genomics;sequence-alignments;synteny;variant-calling,,"Python library to facilitate genome assembly, annotation, and comparative genomics",https://github.com/tanghaibao/jcvi,0,0,0.0,66,0,0.0338218248054313,0.0,0.0,0.0,0.93796992481203,1.0,0.0,bio,1.0,0.2505613574422893,jcvi,0.0,,,0.1753929502096025
AlexandrovLab/SigProfilerMatrixGenerator,111,41,22,4,Python,BSD-2-Clause,False,False,2018-08-27T18:20:33Z,2025-10-28T21:53:13Z,2025-10-29T01:27:55Z,1077125,True,False,master,bioinformatics;cancer-genomics;mutation-analysis;mutational-signatures;somatic-variants,,"SigProfilerMatrixGenerator creates mutational matrices for all types of somatic mutations. It allows downsizing the generated mutations only to parts for the genome (e.g., exome or a custom BED file). The tool seamlessly integrates with other SigProfiler tools.",https://github.com/AlexandrovLab/SigProfilerMatrixGenerator,0,0,0.0,0,0,0.0025252525252525,0.0,0.0,0.0,1.0,1.0,0.0,bio,1.0,0.2505050505050505,sigprofilermatrixgenerator,0.0,,,0.17535353535353534
