full_name,html_url,description,language,stargazers_count,forks_count,open_issues_count,archived,topics,license,pushed_at,created_at,updated_at,default_branch
aksub99/MolDQN-pytorch,https://github.com/aksub99/MolDQN-pytorch,"A PyTorch Implementation of ""Optimization of Molecules via Deep Reinforcement Learning"".",Python,81,27,7,False,chemistry;deep-learning;dqn-pytorch;drug-discovery;inverse-design;machine-learning;materials-informatics;materials-science;molecule;python;pytorch;pytorch-implementation;pytorch-rl;reinforcement-learning,MIT,2023-03-24T23:37:44Z,2019-10-19T20:09:32Z,2025-09-18T10:07:04Z,master
open-atmos/PySDM,https://github.com/open-atmos/PySDM,"Pythonic particle-based (super-droplet) warm-rain/aqueous-chemistry cloud microphysics package with box, parcel & 1D/2D prescribed-flow examples in Python, Julia and Matlab",Python,80,48,223,False,atmospheric-modelling;atmospheric-physics;cuda;gpu;gpu-computing;monte-carlo-simulation;numba;nvrtc;particle-system;physics-simulation;pint;pypi-package;python;research;simulation;thrust,GPL-3.0,2025-10-27T21:18:29Z,2019-07-26T18:41:26Z,2025-09-26T05:44:20Z,main
mqcomplab/bblean,https://github.com/mqcomplab/bblean,"BitBIRCH-Lean, a memory-efficient implementation of BitBIRCH designed for high-throughput clustering of huge molecular libraries",Python,80,9,9,False,cheminformatics;cheminformatics-software;chemistry;clustering;clustering-algorithm;compchem;drug-discovery;python;scientific-computing;similarity;similarity-measures,NOASSERTION,2025-10-29T01:07:37Z,2025-09-05T17:51:52Z,2025-10-28T23:13:16Z,main
UnMolDeQuimica/manim-Chemistry,https://github.com/UnMolDeQuimica/manim-Chemistry,Manim plugin designed to make chemistry animations easier.,Python,79,14,3,False,,MIT,2025-02-17T01:52:16Z,2023-04-29T10:44:34Z,2025-10-14T10:53:12Z,master
chenggroup/ai2-kit,https://github.com/chenggroup/ai2-kit,A toolkit featured artificial intelligence × ab initio for computational chemistry research.,Python,78,16,1,False,ai4science;ase;chemistry;cp2k;deepmd;dft;dpdata;hpc;lammps;lasp;mdanalysis;quantum-chemistry;slurm;vasp;workflow,MIT,2025-09-25T09:30:48Z,2023-01-31T12:49:43Z,2025-10-28T08:30:26Z,main
ppqm/ppqm,https://github.com/ppqm/ppqm,Enable cheminformatics and quantum chemistry,Python,77,17,2,False,,MIT,2024-01-11T12:07:17Z,2020-06-25T08:43:35Z,2025-10-25T14:48:21Z,master
sharc-md/sharc,https://github.com/sharc-md/sharc,The SHARC molecular dynamics (MD) program suite is an ab initio MD software package developed to study the excited-state dynamics of molecules.,Python,75,41,51,False,chemistry;molecular-dynamics;quantum-chemistry,GPL-3.0,2025-05-23T09:31:43Z,2018-01-31T08:29:14Z,2025-10-29T03:11:43Z,main
datalab-org/datalab,https://github.com/datalab-org/datalab,datalab is a place to store experimental data and the connections between them.,Python,74,24,275,False,chemistry;data-management;datalab;experimental-data;materials-science,MIT,2025-10-29T03:52:06Z,2021-02-11T22:06:21Z,2025-10-29T00:10:10Z,main
jwilk/chemiscripts,https://github.com/jwilk/chemiscripts,translate ASCII chemical formulas into Unicode,Python,74,3,0,False,chemistry;unicode,MIT,2025-10-14T21:56:12Z,2018-03-31T20:25:38Z,2025-10-14T21:56:16Z,master
twoXes/awesome-structural-bioinformatics,https://github.com/twoXes/awesome-structural-bioinformatics,"Structural Bioinformatics is awesome. Throw your textbook in the garbage, light the garbage can on fire, and blend the ashes into your cold brew almond milk latte and read this.",Python,74,10,0,False,alphafold;awesome-list;bioinformatics;bioinformatics-analysis;bioinformatics-pipeline;biology;cheminformatics;chemistry;deep-learning;docking;genetics;genome-alignment;genomics;machine-learning;molecular-informatics;protein;protein-structure;protein-structure-prediction;proteomics;quantum-chemistry,,2023-05-05T09:42:17Z,2021-03-21T18:12:12Z,2025-10-21T20:16:47Z,main
KingsburyLab/pyEQL,https://github.com/KingsburyLab/pyEQL,A Python library for solution chemistry,Python,70,23,20,False,,NOASSERTION,2025-10-16T16:21:46Z,2013-11-05T22:23:57Z,2025-10-23T07:32:59Z,main
tencent-quantum-lab/TenCirChem,https://github.com/tencent-quantum-lab/TenCirChem,Quantum computational chemistry based on TensorCircuit,Python,69,13,0,False,chemistry;computational-chemistry;cupy;jax;nisq;pyscf;python;quantum-circuit;quantum-computing;quantum-noise;quantum-simulation;tensor-network;theoretical-chemistry,NOASSERTION,2025-07-07T13:02:50Z,2023-03-18T06:43:59Z,2025-10-23T11:01:08Z,master
MolecularAI/maize,https://github.com/MolecularAI/maize,A graph-based workflow manager for computational chemistry pipelines,Python,68,5,7,False,,Apache-2.0,2025-03-27T15:40:05Z,2023-08-25T14:41:29Z,2025-10-27T02:03:01Z,public
lanl/PYSEQM,https://github.com/lanl/PYSEQM,an interface to semi-empirical quantum chemistry methods implemented with pytorch,Python,67,19,3,False,,NOASSERTION,2025-10-27T21:29:51Z,2020-06-16T00:32:15Z,2025-10-28T13:58:54Z,master
OpenChemistry/chemicaljson,https://github.com/OpenChemistry/chemicaljson,Development of the Chemical JSON data representation,Python,67,16,11,False,chemistry;fileformat;json;json-representation;science,,2025-10-19T23:11:41Z,2016-02-29T16:43:34Z,2025-10-19T23:11:45Z,main
AstraZeneca/kallisto,https://github.com/AstraZeneca/kallisto,Efficiently calculate 3D-features for quantitative structure-activity relationship approaches.,Python,66,21,5,False,chemistry;computational-chemistry;machinelearning;quantum-chemistry,Apache-2.0,2024-02-01T10:34:54Z,2021-01-27T12:08:57Z,2025-09-17T00:03:44Z,master
learningmatter-mit/PatentChem,https://github.com/learningmatter-mit/PatentChem,Downloads USPTO patents and finds molecules related to keyword queries,Python,66,6,1,False,cheminformatics;chemistry;patent-data;patent-search;uspto,MIT,2023-12-08T17:49:45Z,2023-03-10T21:52:30Z,2025-10-14T21:09:18Z,main
huangyan28/Chemistry3D,https://github.com/huangyan28/Chemistry3D,,Python,65,4,3,False,,,2024-08-16T11:17:20Z,2024-06-03T15:17:08Z,2025-10-16T11:33:26Z,master
harirakul/chemlib,https://github.com/harirakul/chemlib,🧪 A comprehensive chemistry library for Python.,Python,65,14,6,False,balancing-chemical-equations;chemical-reactions;chemistry;chemlib;compounds;periodic-table;pypi-package;python3;quantum-mechanics;stoichiometry,MIT,2023-01-11T15:02:31Z,2020-09-14T16:56:45Z,2025-10-26T09:35:04Z,master
maxscheurer/pycontact,https://github.com/maxscheurer/pycontact,Analysis of non-covalent interactions in MD trajectories,Python,64,13,26,False,analysis;biochemistry;bioinformatics;biophysics;chemistry;computational-biology;dynamics;interactions;molecular-dynamics;molecular-structures;python;qt5;simulation;toolkit,GPL-3.0,2025-01-03T17:05:50Z,2016-04-15T17:12:02Z,2025-10-28T14:47:23Z,develop
cgohlke/molmass,https://github.com/cgohlke/molmass,Molecular mass calculations.,Python,63,13,1,False,chemistry;mass-spectrometry;python,BSD-3-Clause,2025-09-05T03:03:49Z,2020-02-22T22:39:48Z,2025-10-22T16:30:12Z,master
Merck/matcher,https://github.com/Merck/matcher,"Matcher is a tool for understanding how chemical structure optimization problems have been solved. Matcher enables deep control over searching structure/activity relationships (SAR) derived from large datasets, and takes the form of an accessible web application with simple deployment. Matcher is built around the mmpdb platform.",Python,63,10,1,False,chemistry;docker-compose;drug-discovery;search-algorithm;search-engine;web-application,MIT,2024-02-21T15:13:53Z,2022-08-19T12:07:20Z,2025-10-25T14:46:56Z,main
shuaigroup/Renormalizer,https://github.com/shuaigroup/Renormalizer,Quantum dynamics package based on tensor network states,Python,62,19,6,False,ab-initio;chemistry;dmrg;dynamics;electron-phonon;gpu;matrix-product-states;mobility;physics;python;quantum;quantum-dynamics;spectra;temperature;tensor-networks;tree-tensor-networks,Apache-2.0,2025-10-27T14:16:08Z,2017-05-08T16:47:26Z,2025-10-27T14:12:00Z,master
zadorlab/KinBot,https://github.com/zadorlab/KinBot,Automated reaction pathway search for gas-phase molecules,Python,59,21,5,False,atmospheric-chemistry;automation;chemistry;combustion;gas-phase-molecules;kinetics;potential-energy-surfaces,NOASSERTION,2025-10-26T05:06:50Z,2018-07-17T17:03:32Z,2025-10-27T02:12:52Z,master
simonom/PyCHAM,https://github.com/simonom/PyCHAM," PyCHAM: CHemistry with Aerosol Microphysics in Python box model for Windows, Linux and Mac ",Python,58,18,0,False,aerosol-chambers;aerosol-microphysics;atmospheric-modelling;chemical-scheme;indoor-air-quality;scipy,GPL-3.0,2025-10-15T07:46:51Z,2019-09-13T13:22:51Z,2025-10-15T07:46:55Z,master
geem-lab/overreact,https://github.com/geem-lab/overreact,⚛️📈 Create and analyze chemical microkinetic models built from computational chemistry data. Crafted at the @geem-lab.,Python,57,10,23,False,automation;chemical-kinetics;cli;computational-chemistry;computational-chemistry-logfiles;dsl;first-principles;in-silico;library;microkinetics;modeling;overreact;python;qrrho;quantum-tunneling;reactions;rrho;thermochemistry,MIT,2025-10-24T12:04:41Z,2019-10-11T03:06:58Z,2025-10-28T23:59:57Z,main
mvdh7/PyCO2SYS,https://github.com/mvdh7/PyCO2SYS,Marine carbonate system calculations in Python,Python,56,15,3,False,carbon-dioxide;chemistry;chemistry-solver;co2sys;marine-chemistry;oceanography;python;seawater-carbonate-chemistry,GPL-3.0,2025-08-04T12:47:47Z,2020-01-30T15:29:26Z,2025-08-11T17:08:37Z,main
lijunxian111/ChemVlm,https://github.com/lijunxian111/ChemVlm,[🏆AAAI2025] Official Repo for ChemVLM: Exploring the Power of Multimodal Large Language Models in Chemistry Area.,Python,55,6,2,False,,,2025-10-27T11:31:38Z,2024-07-12T09:53:39Z,2025-10-27T11:31:42Z,master
Liu-group/AutoSolvate,https://github.com/Liu-group/AutoSolvate,Automated workflow for generating quantum chemistry calculation of explicitly solvated molecules,Python,54,13,14,False,,BSD-3-Clause,2025-09-04T02:26:48Z,2020-10-28T13:38:27Z,2025-09-04T02:26:53Z,main
JacksonBurns/fastprop,https://github.com/JacksonBurns/fastprop,Fast Molecular Property Prediction with mordredcommunity,Python,54,8,1,False,chemistry;machine-learning;qspr,MIT,2025-10-02T18:19:59Z,2023-11-12T16:48:12Z,2025-10-23T05:53:21Z,main
QChASM/AaronTools.py,https://github.com/QChASM/AaronTools.py,Python tools for automating routine tasks encountered when running quantum chemistry computations.,Python,53,9,11,False,catalysis;compchem;computational-chemistry;density-functional-theory;dft;dft-calculations;gaussian;ir-spectra;orca-quantum-chemistry;psi4;python;quantum-chemistry;quantum-chemistry-automation;quasi-harmonic-approximation;rrho;steric-parameters;sterimol-parameters;thermochemistry;vibrational-entropies,GPL-3.0,2025-10-15T08:04:48Z,2019-06-05T20:30:43Z,2025-10-16T11:06:21Z,master
qcscine/chemoton,https://github.com/qcscine/chemoton,,Python,53,7,2,False,chemistry;computational-chemistry;quantum-chemistry,BSD-3-Clause,2025-10-09T06:29:54Z,2022-01-20T12:50:05Z,2025-10-20T17:24:31Z,master
jeanwsr/awesome-qc-courses,https://github.com/jeanwsr/awesome-qc-courses,Quantum Chemistry course resources available on github and other platforms,Python,53,5,1,False,quantum-chem,,2024-01-31T06:29:30Z,2021-02-04T02:36:44Z,2025-09-15T22:29:22Z,main
CrawfordGroup/pycc,https://github.com/CrawfordGroup/pycc,"PyCC is a simple, Python-based, reference implementation of the coupled cluster method of ab initio quantum chemistry.",Python,53,15,17,False,python,BSD-3-Clause,2025-07-01T09:46:32Z,2021-04-11T00:22:05Z,2025-09-26T10:15:36Z,main
theochem/chemtools,https://github.com/theochem/chemtools,A collection of interpretive chemical tools for analyzing outputs of the quantum chemistry calculations.,Python,52,23,8,False,atoms-in-molecules;conceptual-dft;density-matrices;kinetic-energy-density;molecular-orbital-theory;population-analysis,GPL-3.0,2024-05-23T18:54:46Z,2019-05-19T17:26:28Z,2025-09-02T02:19:33Z,master
SMTG-Bham/ThermoParser,https://github.com/SMTG-Bham/ThermoParser,A tool for streamlining data analysis and visualisation for thermoelectrics and charge carrier transport in computational materials science.,Python,52,16,1,False,chemistry;computational-chemistry;computational-materials-science;materials;materials-science;matplotlib;physics;plotting;python;science;thermoelectric;tp,AGPL-3.0,2025-05-09T09:14:51Z,2020-07-03T08:35:10Z,2025-05-09T09:14:58Z,master
lamalab-org/mofdscribe,https://github.com/lamalab-org/mofdscribe,An ecosystem for digital reticular chemistry,Python,51,9,121,False,artificial-intelligence;benchmark;data-science;descriptors;featurization;hacktoberfest;machine-learning;metal-organic-frameworks;metrics;ml;mof;porous-materials;reticular-chemistry;splitting,MIT,2024-09-10T16:42:21Z,2022-03-18T08:13:49Z,2025-10-13T06:45:19Z,main
cyllab/ccinput,https://github.com/cyllab/ccinput,Computational Chemistry Input Generator,Python,50,7,5,False,computational-chemistry;dft-calculations;python;quantum-chemistry-automation,BSD-3-Clause,2025-10-08T16:07:36Z,2022-01-12T01:53:02Z,2025-10-08T16:07:40Z,main
dylanwal/chemistry_drawer,https://github.com/dylanwal/chemistry_drawer,Draw molecules with plotly!,Python,50,5,1,False,chemical;cheminformatics;chemistry;molecule;plotly;rdkit;smiles;structure,BSD-3-Clause,2025-04-03T17:55:55Z,2022-07-19T19:37:12Z,2025-09-15T01:51:37Z,master
SCM-NV/qmflows,https://github.com/SCM-NV/qmflows,This library tackles the construction and efficient execution of computational chemistry workflows,Python,50,9,4,False,automation;bioinformatics;chemistry;materials;python-3;quantum-mechanics;science;scientific-workflows,NOASSERTION,2024-02-01T08:21:42Z,2016-06-10T11:39:01Z,2025-10-17T10:52:29Z,master
jvalegre/robert,https://github.com/jvalegre/robert,Automated machine learning protocols that start from CSV databases of descriptors or SMILES and produce publication-quality results in Chemistry studies with only one command line.,Python,50,6,1,False,automation;cheminformatics;machine-learning;python;reproducibility;scikit-learn;workflows,MIT,2025-10-28T12:59:38Z,2022-01-22T14:22:41Z,2025-09-14T21:40:27Z,master
plotly/dash,https://github.com/plotly/dash,Data Apps & Dashboards for Python. No JavaScript Required.,Python,24206,2225,577,False,bioinformatics;charting;dash;data-science;data-visualization;finance;flask;gui-framework;jupyter;modeling;plotly;plotly-dash;productivity;python;react;rstats;technical-computing;web-app,MIT,2025-10-28T18:50:25Z,2015-04-10T01:53:08Z,2025-10-28T14:45:31Z,dev
biopython/biopython,https://github.com/biopython/biopython,Official git repository for Biopython (originally converted from CVS),Python,4783,1845,560,False,bioinformatics;biopython;dna;genomics;phylogenetics;protein;protein-structure;python;sequence-alignment,NOASSERTION,2025-10-28T21:36:54Z,2009-03-15T21:09:53Z,2025-10-28T21:21:57Z,master
google/deepvariant,https://github.com/google/deepvariant,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA sequencing data.,Python,3537,762,6,False,bioinformatics;deep-learning;deep-neural-network;deepvariant;dna;genome;genomics;machine-learning;ngs;science;sequencing;tensorflow,BSD-3-Clause,2025-10-21T03:35:02Z,2017-11-23T01:56:22Z,2025-10-27T17:50:49Z,r1.9
scverse/scanpy,https://github.com/scverse/scanpy,Single-cell analysis in Python. Scales to >100M cells.,Python,2238,674,579,False,anndata;bioinformatics;data-science;machine-learning;python;scanpy;scverse;transcriptomics;visualize-data,BSD-3-Clause,2025-10-28T15:39:10Z,2017-01-29T11:31:11Z,2025-10-28T14:56:16Z,main
dmis-lab/biobert,https://github.com/dmis-lab/biobert,Bioinformatics'2020: BioBERT: a pre-trained biomedical language representation model for biomedical text mining,Python,2160,478,57,False,,NOASSERTION,2023-08-13T21:11:54Z,2019-01-24T18:27:35Z,2025-10-28T15:35:22Z,master
allenai/scispacy,https://github.com/allenai/scispacy,A full spaCy pipeline and models for scientific/biomedical documents.,Python,1894,247,38,False,bioinformatics;biomedical;custom-pipes;nlp;scientific-documents;spacy,Apache-2.0,2025-10-01T06:18:20Z,2018-09-24T21:45:52Z,2025-10-28T22:01:28Z,main
galaxyproject/galaxy,https://github.com/galaxyproject/galaxy,Data intensive science for everyone.,Python,1638,1096,2595,False,bioinformatics;dna;genomics;hacktoberfest;ngs;pipeline;science;sequencing;usegalaxy;workflow;workflow-engine,NOASSERTION,2025-10-28T22:51:51Z,2015-02-23T14:18:06Z,2025-10-28T23:43:30Z,dev
sib-swiss/training-collection,https://github.com/sib-swiss/training-collection,Collection of bioinformatics training materials,Python,1068,189,1,False,,NOASSERTION,2025-10-26T01:50:35Z,2021-12-13T10:41:18Z,2025-10-28T14:18:18Z,main
kblin/ncbi-genome-download,https://github.com/kblin/ncbi-genome-download,Scripts to download genomes from the NCBI FTP servers,Python,1041,179,45,False,bioinformatics;biology;command-line;download-genomes;genbank;genomics;ncbi;python,Apache-2.0,2025-07-28T06:42:46Z,2016-05-03T07:44:11Z,2025-10-25T14:46:22Z,master
