repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url
jepegit/cellpy,94,32,11,33,Python,MIT,False,False,2015-12-17T11:33:35Z,2025-08-20T08:41:43Z,2025-10-10T08:24:59Z,438095,True,False,master,battery;chemistry;data-analysis;electrochemistry;opensource;physics,,extract and tweak data from electrochemical tests of cells,https://github.com/jepegit/cellpy
ashvardanian/USearchMolecules,92,9,2,2,Python,Apache-2.0,False,False,2023-06-10T14:38:40Z,2025-10-28T10:19:47Z,2025-10-28T10:19:44Z,3852,False,False,main,aws-s3;bioinformatics;biology;cheminformatics;chemistry;compchem;drug-discovery;open-data;opendata;vector-search;vector-search-engine,https://ashvardanian.com/posts/usearch-molecules,Searching for structural similarities across billions of molecules in milliseconds,https://github.com/ashvardanian/USearchMolecules
RagnarB83/ash,91,20,6,54,Python,GPL-2.0,False,False,2020-01-22T19:04:48Z,2025-10-24T12:31:37Z,2025-10-29T18:11:46Z,228794,True,False,master,dft;mm;multiscale;python;qm;qm-mm;quantum,,"ASH is a Python-based computational chemistry and QM/MM environment, primarily for molecular calculations in the gas phase, explicit solution, crystal or protein environment.",https://github.com/RagnarB83/ash
OpenDFM/ChemDFM,89,10,2,1,Python,Apache-2.0,False,False,2024-03-07T12:54:35Z,2025-10-26T14:15:57Z,2025-05-06T07:10:47Z,18782,False,True,main,,,Open-sourced dialogue foundation model for Chemistry and molecule science,https://github.com/OpenDFM/ChemDFM
scikit-learn-contrib/scikit-matter,87,23,15,18,Python,BSD-3-Clause,False,False,2020-10-12T19:23:26Z,2025-10-29T13:22:34Z,2025-10-29T13:22:30Z,52873,False,False,main,machine-learning;material-science;python;scikit-learn,https://scikit-matter.readthedocs.io/en/latest,A collection of scikit-learn compatible utilities that implement methods born out of the materials science and chemistry communities,https://github.com/scikit-learn-contrib/scikit-matter
zotko/xyz2graph,86,23,1,0,Python,ISC,False,False,2018-08-11T12:05:10Z,2025-09-12T07:15:28Z,2025-08-18T20:23:07Z,7829,True,True,main,3d-plot;atomic-coordinates;chemical-structures;chemistry;chemoinformatics;computational-chemistry;data-visualization;molecular-graph;molecular-modeling;molecule;molecule-visualization;networkx;plotly;scientific-computing;xyz-files;xyz-reader,,Convert an xyz file into a molecular graph and create a 3D visualisation of the graph.,https://github.com/zotko/xyz2graph
MLMI2-CSSI/foundry,85,18,5,35,Python,MIT,False,False,2020-01-24T20:24:53Z,2025-09-30T08:23:53Z,2025-05-20T18:32:28Z,48703,True,False,main,chemistry;data-science;datasets;machine-learning;materials-science,,Simplifying the discovery and usage of machine-learning ready datasets in materials science and chemistry,https://github.com/MLMI2-CSSI/foundry
mcocdawc/chemcoord,85,17,5,15,Python,LGPL-3.0,False,False,2016-01-13T14:26:07Z,2025-10-02T15:24:55Z,2025-10-02T15:24:54Z,4953,True,False,master,chemical;cheminformatics;chemistry;physics;physics-simulation;python;python-library;theoretical-spectroscopy,,A python module for manipulating cartesian and internal coordinates.,https://github.com/mcocdawc/chemcoord
jjgoings/McMurchie-Davidson,83,18,2,3,Python,BSD-3-Clause,False,False,2017-02-10T23:13:26Z,2025-09-24T05:27:53Z,2024-06-08T23:39:57Z,1841,True,False,master,chemistry;electronic-structure;hartree-fock;integrals;mcmurchie-davidson;quantum-chemistry;scf,,do a simple closed shell Hartree-Fock using McMurchie-Davidson to compute integrals,https://github.com/jjgoings/McMurchie-Davidson
mqcomplab/bblean,82,9,2,9,Python,NOASSERTION,False,False,2025-09-05T17:51:52Z,2025-10-29T15:07:47Z,2025-10-29T01:07:37Z,25430,False,True,main,cheminformatics;cheminformatics-software;chemistry;clustering;clustering-algorithm;compchem;drug-discovery;python;scientific-computing;similarity;similarity-measures,https://mqcomplab.github.io/bblean/devdocs,"BitBIRCH-Lean, a memory-efficient implementation of BitBIRCH designed for high-throughput clustering of huge molecular libraries",https://github.com/mqcomplab/bblean
Vitens/phreeqpython,81,22,8,17,Python,Apache-2.0,False,False,2016-08-02T09:59:02Z,2025-09-23T20:35:39Z,2025-06-04T07:41:03Z,118073,True,False,master,chemistry;phreeqc;python;treatment;water-quality,,Object-oriented python wrapper for the VIPhreeqc module,https://github.com/Vitens/phreeqpython
aksub99/MolDQN-pytorch,81,27,1,7,Python,MIT,False,False,2019-10-19T20:09:32Z,2025-09-18T10:07:04Z,2023-03-24T23:37:44Z,3199,True,False,master,chemistry;deep-learning;dqn-pytorch;drug-discovery;inverse-design;machine-learning;materials-informatics;materials-science;molecule;python;pytorch;pytorch-implementation;pytorch-rl;reinforcement-learning,,"A PyTorch Implementation of ""Optimization of Molecules via Deep Reinforcement Learning"".",https://github.com/aksub99/MolDQN-pytorch
open-atmos/PySDM,80,48,5,223,Python,GPL-3.0,False,False,2019-07-26T18:41:26Z,2025-09-26T05:44:20Z,2025-10-27T21:18:29Z,77396,True,True,main,atmospheric-modelling;atmospheric-physics;cuda;gpu;gpu-computing;monte-carlo-simulation;numba;nvrtc;particle-system;physics-simulation;pint;pypi-package;python;research;simulation;thrust,https://open-atmos.github.io/PySDM/,"Pythonic particle-based (super-droplet) warm-rain/aqueous-chemistry cloud microphysics package with box, parcel & 1D/2D prescribed-flow examples in Python, Julia and Matlab",https://github.com/open-atmos/PySDM
UnMolDeQuimica/manim-Chemistry,79,14,2,3,Python,MIT,False,False,2023-04-29T10:44:34Z,2025-10-14T10:53:12Z,2025-02-17T01:52:16Z,4739,True,True,master,,,Manim plugin designed to make chemistry animations easier.,https://github.com/UnMolDeQuimica/manim-Chemistry
chenggroup/ai2-kit,78,16,3,1,Python,MIT,False,False,2023-01-31T12:49:43Z,2025-10-28T08:30:26Z,2025-09-25T09:30:48Z,9104,True,True,main,ai4science;ase;chemistry;cp2k;deepmd;dft;dpdata;hpc;lammps;lasp;mdanalysis;quantum-chemistry;slurm;vasp;workflow,,A toolkit featured artificial intelligence × ab initio for computational chemistry research.,https://github.com/chenggroup/ai2-kit
ppqm/ppqm,77,17,5,2,Python,MIT,False,False,2020-06-25T08:43:35Z,2025-10-25T14:48:21Z,2024-01-11T12:07:17Z,512,True,False,master,,,Enable cheminformatics and quantum chemistry,https://github.com/ppqm/ppqm
sharc-md/sharc,75,41,12,51,Python,GPL-3.0,False,False,2018-01-31T08:29:14Z,2025-10-29T03:11:43Z,2025-05-23T09:31:43Z,50692,True,False,main,chemistry;molecular-dynamics;quantum-chemistry,https://www.sharc-md.org,The SHARC molecular dynamics (MD) program suite is an ab initio MD software package developed to study the excited-state dynamics of molecules.,https://github.com/sharc-md/sharc
datalab-org/datalab,74,24,4,275,Python,MIT,False,False,2021-02-11T22:06:21Z,2025-10-29T14:32:34Z,2025-10-29T15:56:52Z,34085,True,False,main,chemistry;data-management;datalab;experimental-data;materials-science,https://docs.datalab-org.io,datalab is a place to store experimental data and the connections between them.,https://github.com/datalab-org/datalab
jwilk/chemiscripts,74,3,1,0,Python,MIT,False,False,2018-03-31T20:25:38Z,2025-10-14T21:56:16Z,2025-10-14T21:56:12Z,40,False,True,master,chemistry;unicode,https://jwilk.github.io/chemiscripts/,translate ASCII chemical formulas into Unicode,https://github.com/jwilk/chemiscripts
twoXes/awesome-structural-bioinformatics,74,10,2,0,Python,,False,False,2021-03-21T18:12:12Z,2025-10-21T20:16:47Z,2023-05-05T09:42:17Z,32634,True,False,main,alphafold;awesome-list;bioinformatics;bioinformatics-analysis;bioinformatics-pipeline;biology;cheminformatics;chemistry;deep-learning;docking;genetics;genome-alignment;genomics;machine-learning;molecular-informatics;protein;protein-structure;protein-structure-prediction;proteomics;quantum-chemistry,,"Structural Bioinformatics is awesome. Throw your textbook in the garbage, light the garbage can on fire, and blend the ashes into your cold brew almond milk latte and read this.",https://github.com/twoXes/awesome-structural-bioinformatics
KingsburyLab/pyEQL,70,23,3,20,Python,NOASSERTION,False,False,2013-11-05T22:23:57Z,2025-10-23T07:32:59Z,2025-10-16T16:21:46Z,4136,False,False,main,,,A Python library for solution chemistry,https://github.com/KingsburyLab/pyEQL
tencent-quantum-lab/TenCirChem,69,13,0,0,Python,NOASSERTION,False,False,2023-03-18T06:43:59Z,2025-10-23T11:01:08Z,2025-07-07T13:02:50Z,2662,False,True,master,chemistry;computational-chemistry;cupy;jax;nisq;pyscf;python;quantum-circuit;quantum-computing;quantum-noise;quantum-simulation;tensor-network;theoretical-chemistry,,Quantum computational chemistry based on TensorCircuit,https://github.com/tencent-quantum-lab/TenCirChem
MolecularAI/maize,68,5,7,7,Python,Apache-2.0,False,False,2023-08-25T14:41:29Z,2025-10-27T02:03:01Z,2025-03-27T15:40:05Z,2530,False,True,public,,https://molecularai.github.io/maize/,A graph-based workflow manager for computational chemistry pipelines,https://github.com/MolecularAI/maize
lanl/PYSEQM,67,19,1,3,Python,NOASSERTION,False,False,2020-06-16T00:32:15Z,2025-10-29T22:18:00Z,2025-10-29T22:17:54Z,813103,True,True,master,,,an interface to semi-empirical quantum chemistry methods implemented with pytorch,https://github.com/lanl/PYSEQM
OpenChemistry/chemicaljson,67,16,16,11,Python,,False,False,2016-02-29T16:43:34Z,2025-10-19T23:11:45Z,2025-10-19T23:11:41Z,841,True,False,main,chemistry;fileformat;json;json-representation;science,,Development of the Chemical JSON data representation,https://github.com/OpenChemistry/chemicaljson
AstraZeneca/kallisto,66,21,2,5,Python,Apache-2.0,False,False,2021-01-27T12:08:57Z,2025-09-17T00:03:44Z,2024-02-01T10:34:54Z,456,True,False,master,chemistry;computational-chemistry;machinelearning;quantum-chemistry,https://ehjc.gitbook.io/kallisto/,Efficiently calculate 3D-features for quantitative structure-activity relationship approaches.,https://github.com/AstraZeneca/kallisto
learningmatter-mit/PatentChem,66,6,7,1,Python,MIT,False,False,2023-03-10T21:52:30Z,2025-10-14T21:09:18Z,2023-12-08T17:49:45Z,72,True,False,main,cheminformatics;chemistry;patent-data;patent-search;uspto,,Downloads USPTO patents and finds molecules related to keyword queries,https://github.com/learningmatter-mit/PatentChem
huangyan28/Chemistry3D,65,4,1,3,Python,,False,False,2024-06-03T15:17:08Z,2025-10-16T11:33:26Z,2024-08-16T11:17:20Z,71193,False,False,master,,,,https://github.com/huangyan28/Chemistry3D
harirakul/chemlib,65,14,3,6,Python,MIT,False,False,2020-09-14T16:56:45Z,2025-10-26T09:35:04Z,2023-01-11T15:02:31Z,7041,True,False,master,balancing-chemical-equations;chemical-reactions;chemistry;chemlib;compounds;periodic-table;pypi-package;python3;quantum-mechanics;stoichiometry,https://chemlib.readthedocs.io/,🧪 A comprehensive chemistry library for Python.,https://github.com/harirakul/chemlib
maxscheurer/pycontact,64,13,4,26,Python,GPL-3.0,False,False,2016-04-15T17:12:02Z,2025-10-28T14:47:23Z,2025-01-03T17:05:50Z,55580,True,False,develop,analysis;biochemistry;bioinformatics;biophysics;chemistry;computational-biology;dynamics;interactions;molecular-dynamics;molecular-structures;python;qt5;simulation;toolkit,https://pycontact.github.io/,Analysis of non-covalent interactions in MD trajectories,https://github.com/maxscheurer/pycontact
cgohlke/molmass,63,13,2,1,Python,BSD-3-Clause,False,False,2020-02-22T22:39:48Z,2025-10-22T16:30:12Z,2025-09-05T03:03:49Z,688,False,False,master,chemistry;mass-spectrometry;python,https://pypi.org/project/molmass,Molecular mass calculations.,https://github.com/cgohlke/molmass
Merck/matcher,63,10,11,1,Python,MIT,False,False,2022-08-19T12:07:20Z,2025-10-25T14:46:56Z,2024-02-21T15:13:53Z,7775,True,False,main,chemistry;docker-compose;drug-discovery;search-algorithm;search-engine;web-application,,"Matcher is a tool for understanding how chemical structure optimization problems have been solved. Matcher enables deep control over searching structure/activity relationships (SAR) derived from large datasets, and takes the form of an accessible web application with simple deployment. Matcher is built around the mmpdb platform.",https://github.com/Merck/matcher
shuaigroup/Renormalizer,62,19,9,6,Python,Apache-2.0,False,False,2017-05-08T16:47:26Z,2025-10-27T14:12:00Z,2025-10-27T14:16:08Z,35982,True,True,master,ab-initio;chemistry;dmrg;dynamics;electron-phonon;gpu;matrix-product-states;mobility;physics;python;quantum;quantum-dynamics;spectra;temperature;tensor-networks;tree-tensor-networks,https://shuaigroup.github.io/Renormalizer/,Quantum dynamics package based on tensor network states,https://github.com/shuaigroup/Renormalizer
zadorlab/KinBot,59,21,7,5,Python,NOASSERTION,False,False,2018-07-17T17:03:32Z,2025-10-27T02:12:52Z,2025-10-26T05:06:50Z,4584,True,False,master,atmospheric-chemistry;automation;chemistry;combustion;gas-phase-molecules;kinetics;potential-energy-surfaces,,Automated reaction pathway search for gas-phase molecules,https://github.com/zadorlab/KinBot
simonom/PyCHAM,58,18,4,0,Python,GPL-3.0,False,False,2019-09-13T13:22:51Z,2025-10-15T07:46:55Z,2025-10-15T07:46:51Z,249509,True,False,master,aerosol-chambers;aerosol-microphysics;atmospheric-modelling;chemical-scheme;indoor-air-quality;scipy,,"PyCHAM: CHemistry with Aerosol Microphysics in Python box model for Windows, Linux and Mac",https://github.com/simonom/PyCHAM
geem-lab/overreact,57,10,1,23,Python,MIT,False,False,2019-10-11T03:06:58Z,2025-10-28T23:59:57Z,2025-10-24T12:04:41Z,100272,True,True,main,automation;chemical-kinetics;cli;computational-chemistry;computational-chemistry-logfiles;dsl;first-principles;in-silico;library;microkinetics;modeling;overreact;python;qrrho;quantum-tunneling;reactions;rrho;thermochemistry,https://geem-lab.github.io/overreact-guide/,⚛️📈 Create and analyze chemical microkinetic models built from computational chemistry data. Crafted at the @geem-lab.,https://github.com/geem-lab/overreact
mvdh7/PyCO2SYS,56,15,6,3,Python,GPL-3.0,False,False,2020-01-30T15:29:26Z,2025-08-11T17:08:37Z,2025-08-04T12:47:47Z,143962,False,True,main,carbon-dioxide;chemistry;chemistry-solver;co2sys;marine-chemistry;oceanography;python;seawater-carbonate-chemistry,https://pyco2sys.readthedocs.io,Marine carbonate system calculations in Python,https://github.com/mvdh7/PyCO2SYS
lijunxian111/ChemVlm,55,6,2,2,Python,,False,False,2024-07-12T09:53:39Z,2025-10-27T11:31:42Z,2025-10-27T11:31:38Z,10522,False,False,master,,,[🏆AAAI2025] Official Repo for ChemVLM: Exploring the Power of Multimodal Large Language Models in Chemistry Area.,https://github.com/lijunxian111/ChemVlm
Liu-group/AutoSolvate,54,13,6,14,Python,BSD-3-Clause,False,False,2020-10-28T13:38:27Z,2025-09-04T02:26:53Z,2025-09-04T02:26:48Z,223334,True,False,main,,,Automated workflow for generating quantum chemistry calculation of explicitly solvated molecules,https://github.com/Liu-group/AutoSolvate
JacksonBurns/fastprop,54,8,1,1,Python,MIT,False,False,2023-11-12T16:48:12Z,2025-10-23T05:53:21Z,2025-10-02T18:19:59Z,6624,False,True,main,chemistry;machine-learning;qspr,https://jacksonburns.github.io/fastprop/,Fast Molecular Property Prediction with mordredcommunity,https://github.com/JacksonBurns/fastprop
QChASM/AaronTools.py,53,9,4,11,Python,GPL-3.0,False,False,2019-06-05T20:30:43Z,2025-10-16T11:06:21Z,2025-10-15T08:04:48Z,7999,False,False,master,catalysis;compchem;computational-chemistry;density-functional-theory;dft;dft-calculations;gaussian;ir-spectra;orca-quantum-chemistry;psi4;python;quantum-chemistry;quantum-chemistry-automation;quasi-harmonic-approximation;rrho;steric-parameters;sterimol-parameters;thermochemistry;vibrational-entropies,https://aarontools.readthedocs.io/en/latest/,Python tools for automating routine tasks encountered when running quantum chemistry computations.,https://github.com/QChASM/AaronTools.py
qcscine/chemoton,53,7,5,2,Python,BSD-3-Clause,False,False,2022-01-20T12:50:05Z,2025-10-20T17:24:31Z,2025-10-09T06:29:54Z,1391,True,False,master,chemistry;computational-chemistry;quantum-chemistry,https://scine.ethz.ch,,https://github.com/qcscine/chemoton
jeanwsr/awesome-qc-courses,53,5,3,1,Python,,False,False,2021-02-04T02:36:44Z,2025-09-15T22:29:22Z,2024-01-31T06:29:30Z,60,True,False,main,quantum-chem,,Quantum Chemistry course resources available on github and other platforms,https://github.com/jeanwsr/awesome-qc-courses
CrawfordGroup/pycc,53,15,1,17,Python,BSD-3-Clause,False,False,2021-04-11T00:22:05Z,2025-09-26T10:15:36Z,2025-07-01T09:46:32Z,59776,True,False,main,python,,"PyCC is a simple, Python-based, reference implementation of the coupled cluster method of ab initio quantum chemistry.",https://github.com/CrawfordGroup/pycc
